Cockatoo_industrial_Nathaniel,airTemperature,dewTemperature,seaLvlPressure,windDirection,windSpeed
177.025,1.0,-2.0,1019.4,260.0,3.1
177.625,1.0,-3.0,1019.4,270.0,4.1
177.45,1.0,-3.0,1019.4,270.0,3.6
177.425,1.0,-3.0,1019.4,280.0,4.1
179.075,1.0,-3.0,1019.4,290.0,4.6
180.175,1.0,-4.0,1019.4,290.0,5.1
115.275,0.0,-2.0,1019.4,320.0,8.8
115.975,-2.0,-4.0,1019.4,330.0,6.2
53.675,-3.0,-5.0,1019.4,320.0,6.7
7.875,-4.0,-7.0,1019.4,310.0,5.7
8.2,-4.0,-8.0,1019.4,300.0,5.1
182.275,-12.0,-14.0,1019.4,300.0,4.1
185.475,-12.0,-14.0,1019.4,360.0,5.1
184.375,-12.0,-15.0,1019.4,10.0,6.2
182.875,-12.0,-15.0,1019.4,10.0,4.1
182.85,-13.0,-16.0,1019.4,340.0,8.2
182.925,-13.0,-16.0,1019.4,350.0,5.7
175.1,-12.0,-16.0,1019.4,350.0,5.7
173.75,-13.0,-17.0,1019.4,360.0,6.7
177.9,-13.0,-17.0,1019.4,350.0,7.2
178.15,-14.0,-18.0,1019.4,340.0,5.7
170.65,-14.0,-18.0,1019.4,350.0,5.7
104.8,-14.0,-17.0,1019.4,360.0,6.2
105.725,-14.0,-17.0,1019.4,350.0,5.1
40.275,-14.0,-17.0,1019.4,360.0,4.6
10.35,-13.0,-17.0,1019.4,360.0,6.2
11.1,-14.0,-17.0,1019.4,10.0,5.1
173.275,-14.0,-16.0,1019.4,20.0,2.6
173.075,-15.0,-17.0,1019.4,30.0,2.6
169.25,-12.0,-15.0,1019.4,30.0,2.6
144.775,-9.0,-14.0,1019.4,30.0,2.1
71.55,-8.0,-14.0,1019.4,0.0,0.0
70.0,-9.0,-13.0,1019.4,290.0,2.6
70.75,-5.0,-13.0,1019.4,260.0,2.1
90.95,-5.0,-13.0,1019.4,0.0,0.0
166.675,-3.0,-12.0,1019.4,0.0,0.0
174.825,-4.0,-13.0,1019.4,0.0,0.0
174.2,-6.0,-14.0,1019.4,0.0,0.0
126.25,-11.0,-14.0,1019.4,0.0,2.1
126.75,-12.0,-14.0,1019.4,0.0,2.1
70.725,-13.0,-15.0,1019.4,0.0,1.5
25.85,-13.0,-14.0,1019.4,0.0,1.5
25.95,-13.0,-14.0,1019.4,0.0,1.5
178.2,-13.0,-16.0,1019.4,110.0,3.6
178.8,-12.0,-16.0,1019.4,110.0,3.6
182.875,-8.0,-13.0,1019.4,90.0,3.1
118.0,-4.0,-14.0,1019.4,140.0,3.1
68.15,-2.0,-14.0,1019.4,180.0,4.1
53.15,1.0,-14.0,1019.4,170.0,4.1
53.3,2.0,-13.0,1019.4,170.0,3.6
71.05,2.0,-13.0,1019.4,180.0,2.6
164.0,2.0,-12.0,1019.4,150.0,3.6
165.575,2.0,-12.0,1019.4,150.0,3.6
167.275,0.0,-11.0,1019.4,160.0,3.1
117.95,-2.0,-12.0,1019.4,150.0,3.1
118.175,-5.0,-11.0,1019.4,150.0,2.6
70.025,-7.0,-12.0,1019.4,150.0,2.6
25.15,-5.0,-12.0,1019.4,140.0,2.1
25.25,-4.0,-12.0,1019.4,170.0,2.6
174.075,-9.0,-13.0,1019.4,90.0,3.1
197.05,-8.0,-12.0,1019.4,80.0,3.6
192.825,-7.0,-12.0,1019.4,80.0,3.1
168.7,-4.0,-11.0,1019.4,90.0,2.6
96.125,-1.0,-9.0,1019.4,90.0,2.6
81.15,2.0,-12.0,1019.4,160.0,2.1
81.275,4.0,-12.0,1019.4,0.0,0.0
96.025,5.0,-12.0,1019.4,0.0,0.0
185.325,6.0,-12.0,1019.4,0.0,0.0
201.95,4.0,-12.0,1019.4,0.0,0.0
200.375,1.0,-8.0,1019.4,0.0,0.0
70.05,-4.0,-10.0,1019.4,0.0,0.0
25.325,-4.0,-9.0,1019.4,0.0,2.6
25.35,-4.0,-9.0,1019.4,0.0,2.6
202.925,-7.0,-11.0,1019.4,120.0,2.1
203.675,-7.0,-11.0,1019.4,90.0,3.1
199.225,-4.0,-8.0,1019.4,150.0,2.1
203.9,0.0,-10.0,1019.4,140.0,3.6
149.05,2.0,-9.0,1019.4,140.0,4.1
205.025,2.0,-6.0,1019.4,170.0,4.6
203.2,2.0,-5.0,1019.4,160.0,7.2
203.85,2.0,-3.0,1019.4,160.0,8.2
205.3,1.7,-1.7,1019.4,160.0,4.1
204.2,2.2,-1.7,1019.6,140.0,3.6
204.625,2.2,-2.2,1019.6,140.0,3.6
145.0,2.2,-2.8,1019.7,150.0,4.1
145.375,2.2,-2.2,1019.7,140.0,3.6
69.025,2.8,-1.7,1019.8,150.0,5.1
23.375,2.8,-1.1,1019.2,150.0,7.2
23.675,2.8,-2.2,1018.6,140.0,8.2
24.225,2.8,-1.7,1018.4,150.0,7.2
24.85,2.2,0.0,1018.3,150.0,4.1
24.175,2.8,0.0,1018.0,160.0,7.7
24.725,2.8,0.6,1018.0,150.0,7.2
24.7,3.3,1.1,1017.9,160.0,7.7
24.975,3.3,1.1,1017.8,170.0,5.7
69.725,3.3,1.1,1017.3,160.0,6.7
205.775,3.3,1.7,1017.3,170.0,6.2
207.125,3.3,1.7,1017.3,160.0,6.7
205.575,3.3,1.7,1018.1,170.0,7.7
202.875,3.3,2.2,1018.1,170.0,8.8
204.575,4.4,2.8,1018.2,170.0,7.7
204.1,5.0,2.8,1018.4,160.0,7.2
203.275,5.6,2.8,1017.9,180.0,5.1
204.15,6.1,3.3,1017.4,170.0,5.1
204.175,6.7,3.3,1017.0,170.0,7.2
203.475,6.7,3.9,1016.8,180.0,6.2
202.925,6.1,3.3,1017.6,170.0,2.6
202.775,6.1,3.3,1017.5,150.0,5.1
142.55,5.6,3.9,1017.7,140.0,3.1
143.0,5.6,3.9,1017.2,130.0,4.1
68.875,6.1,4.4,1016.9,140.0,4.6
23.475,6.1,4.4,1016.1,140.0,4.1
23.8,6.1,4.4,1015.6,150.0,4.6
23.975,6.1,4.4,1014.8,130.0,5.1
23.725,5.6,4.4,1013.1,130.0,4.6
23.825,6.1,4.4,1011.8,140.0,5.1
24.1,5.6,4.4,1010.6,130.0,4.6
24.475,6.1,4.4,1010.2,130.0,3.1
24.625,6.1,5.0,1007.4,120.0,4.1
69.475,6.1,5.0,1005.9,120.0,4.6
205.45,6.1,5.0,1003.9,110.0,5.1
205.35,7.2,6.1,1001.5,130.0,3.6
203.3,8.0,7.0,1001.5,140.0,3.6
203.225,8.0,7.0,1001.5,120.0,5.1
203.1,8.0,7.0,1001.5,130.0,9.8
181.325,9.0,8.0,1001.5,170.0,4.1
204.925,11.0,8.0,1001.5,180.0,5.7
205.775,11.0,7.0,1001.5,210.0,5.1
203.9,11.0,6.0,1001.5,210.0,4.1
202.175,10.0,4.0,1001.5,230.0,3.6
203.675,8.0,5.0,1001.5,250.0,6.7
143.325,6.0,2.0,1001.5,280.0,10.3
143.25,2.0,-3.0,1001.5,280.0,6.2
70.225,1.0,-5.0,1001.5,280.0,8.2
25.85,0.0,-6.0,1001.5,270.0,7.7
25.675,-1.0,-5.0,1001.5,260.0,6.7
26.1,-3.3,-11.1,1004.4,270.0,12.4
26.4,-3.9,-10.0,1004.8,270.0,8.8
26.15,-4.4,-10.6,1006.2,270.0,9.8
26.35,-5.0,-10.6,1007.2,260.0,9.8
26.225,-5.0,-11.1,1007.7,300.0,8.8
71.25,-6.1,-11.1,1008.6,260.0,6.2
208.05,-6.1,-12.2,1009.2,270.0,6.7
206.825,-7.2,-10.0,1010.1,270.0,4.1
210.125,-6.7,-11.7,1010.9,270.0,7.7
208.75,-7.2,-10.0,1012.0,260.0,7.2
207.7,-6.7,-12.8,1012.9,260.0,10.3
205.525,-5.6,-12.2,1013.3,250.0,6.2
211.95,-6.7,-13.9,1013.4,280.0,8.2
212.35,-6.1,-13.3,1013.4,270.0,6.7
214.875,-5.0,-12.2,1013.4,260.0,5.1
210.6,-6.1,-12.2,1013.4,290.0,6.7
218.775,-6.7,-12.8,1013.4,260.0,5.7
221.225,-8.3,-11.7,1013.4,260.0,3.6
161.0,-7.8,-12.8,1013.4,240.0,2.1
161.675,-7.8,-14.4,1013.4,240.0,3.1
70.975,-7.2,-14.4,1013.4,230.0,4.6
26.05,-8.3,-15.0,1013.4,220.0,3.6
26.3,-8.9,-15.0,1013.4,200.0,2.6
26.075,-8.9,-14.4,1013.4,200.0,2.6
26.275,-8.9,-15.0,1013.4,200.0,3.1
26.125,-8.9,-15.0,1016.3,180.0,2.6
26.625,-8.9,-14.4,1015.6,150.0,3.1
26.125,-8.3,-13.9,1015.4,160.0,3.6
26.025,-7.8,-13.3,1014.0,140.0,3.6
70.925,-8.3,-12.2,1012.7,150.0,5.1
223.825,-7.8,-11.1,1011.3,160.0,7.2
225.175,-7.2,-10.6,1009.8,140.0,4.6
223.85,-6.7,-11.1,1008.8,160.0,5.1
221.025,-5.6,-10.6,1008.1,160.0,4.6
220.375,-3.9,-9.4,1007.5,160.0,6.2
218.975,-2.8,-9.4,1006.5,180.0,6.7
219.55,-2.2,-8.3,1004.6,190.0,9.8
217.1,-3.0,-7.0,1004.6,180.0,7.7
204.3,-2.8,-5.0,1001.9,160.0,6.2
182.15,-2.8,-5.6,1001.5,180.0,5.1
204.6,-2.8,-6.1,1001.0,180.0,4.6
204.5,-3.9,-5.0,1002.5,270.0,4.1
144.15,-3.3,-5.6,1002.5,240.0,4.6
145.1,-5.0,-6.7,1003.9,270.0,7.7
54.075,-6.1,-13.3,1005.3,270.0,7.7
25.95,-6.7,-13.3,1005.8,220.0,6.7
26.3,-6.7,-11.7,1006.1,260.0,5.1
26.45,-7.2,-10.6,1006.8,250.0,6.2
26.225,-6.7,-10.6,1006.9,270.0,8.2
26.0,-6.7,-11.1,1007.6,270.0,8.2
29.275,-7.2,-11.1,1008.8,290.0,11.8
25.975,-7.8,-11.7,1010.1,290.0,5.7
29.95,-8.3,-13.3,1011.1,290.0,7.2
56.225,-8.9,-14.4,1011.7,280.0,10.3
210.6,-9.4,-15.0,1012.6,270.0,7.7
207.6,-9.4,-15.0,1013.6,280.0,8.2
214.45,-9.4,-15.0,1014.5,280.0,7.7
222.325,-8.9,-15.0,1015.1,280.0,7.7
128.575,-7.2,-15.0,1015.7,280.0,9.3
221.575,-7.2,-15.0,1015.7,300.0,8.2
226.25,-7.2,-14.4,1015.7,280.0,6.7
221.7,-7.2,-14.4,1015.7,280.0,6.2
221.0,-6.7,-13.9,1015.7,290.0,7.2
211.425,-7.2,-14.4,1015.7,270.0,3.1
207.25,-7.2,-13.9,1015.7,300.0,5.1
207.7,-7.8,-13.9,1015.7,260.0,5.7
146.8,-8.3,-13.9,1015.7,250.0,3.6
147.4,-8.3,-13.3,1015.7,210.0,4.6
70.625,-8.3,-13.3,1015.7,240.0,6.2
26.225,-8.9,-13.9,1015.7,210.0,4.6
27.6,-9.4,-14.4,1015.7,210.0,4.1
27.625,-9.4,-14.4,1013.1,210.0,3.6
26.075,-9.4,-14.4,1012.8,210.0,5.1
26.3,-10.0,-15.0,1012.2,220.0,4.6
25.95,-10.0,-13.9,1011.5,210.0,6.2
26.075,-10.0,-12.8,1011.1,180.0,3.1
26.025,-10.0,-12.2,1010.6,170.0,2.6
71.3,-10.0,-12.2,1010.6,180.0,3.6
208.575,-9.4,-11.7,1010.7,160.0,3.1
211.825,-9.4,-11.7,1010.8,140.0,2.1
210.05,-8.3,-11.1,1010.9,210.0,3.1
221.7,-7.2,-10.6,1011.3,200.0,3.1
223.675,-6.1,-10.0,1012.0,230.0,3.6
230.4,-5.0,-9.4,1012.1,230.0,3.1
233.125,-3.9,-8.3,1011.5,240.0,2.6
234.5,-3.3,-7.8,1011.0,260.0,1.5
229.725,-3.3,-7.8,1010.9,0.0,0.0
224.7,-2.8,-7.2,1011.5,0.0,0.0
219.85,-2.8,-6.7,1012.2,0.0,0.0
217.975,-2.8,-6.7,1012.9,0.0,0.0
159.125,-3.9,-6.7,1013.5,90.0,1.5
159.775,-3.9,-6.7,1013.7,80.0,1.5
69.75,-3.9,-5.6,1014.1,110.0,1.5
24.525,-3.9,-5.0,1013.7,70.0,2.1
24.45,-3.3,-5.0,1012.8,80.0,1.5
25.025,-3.3,-5.0,1012.5,80.0,2.1
24.85,-3.9,-5.6,1012.0,80.0,1.5
25.1,-6.1,-7.8,1011.6,90.0,1.5
24.925,-6.7,-7.8,1011.7,80.0,2.6
24.7,-2.8,-3.9,1011.3,80.0,2.6
24.55,-1.7,-3.3,1010.9,90.0,2.6
68.525,1.1,-2.2,1010.4,150.0,3.1
222.3,2.2,-1.7,1010.2,130.0,2.6
222.475,2.8,-1.7,1010.2,160.0,3.6
222.325,2.2,-2.2,1010.2,150.0,4.6
220.65,2.8,-1.7,1009.6,150.0,3.6
219.875,3.9,-1.7,1009.3,160.0,5.1
219.2,5.0,-1.7,1008.8,170.0,4.6
218.9,6.1,-1.1,1007.8,170.0,4.6
224.675,7.2,-0.6,1006.6,170.0,3.1
231.125,7.2,-1.1,1006.2,160.0,2.6
231.3,7.8,-1.1,1004.2,140.0,4.1
230.175,6.7,-1.7,1004.0,160.0,4.1
218.45,5.6,-1.7,1003.9,150.0,3.6
156.6,5.0,-1.7,1004.3,130.0,2.6
158.5,5.6,-1.7,1003.2,120.0,4.1
65.675,5.6,-2.2,1002.7,120.0,4.1
23.7,4.4,-2.2,1001.4,150.0,6.2
23.675,4.4,-2.2,1000.7,120.0,3.6
23.675,3.9,-1.7,999.4,130.0,4.6
23.675,4.4,-1.7,998.0,150.0,5.1
24.1,4.4,-1.7,997.0,120.0,3.1
24.15,3.9,-1.7,996.5,80.0,2.1
24.45,2.8,-0.6,996.2,70.0,1.5
24.55,1.7,1.1,996.6,130.0,1.5
66.225,1.7,1.1,996.6,140.0,3.6
219.825,1.7,1.1,996.2,150.0,4.1
220.9,2.2,1.1,996.6,190.0,2.1
217.825,1.7,1.1,997.2,180.0,2.1
217.55,2.8,1.7,997.7,220.0,2.6
218.3,2.8,2.2,998.8,230.0,2.1
217.35,3.9,2.8,999.4,230.0,2.1
217.475,3.9,0.0,999.5,270.0,5.7
218.125,3.3,0.0,1000.1,270.0,6.2
210.95,3.3,-0.6,1000.6,280.0,7.2
209.2,2.8,0.6,1002.0,300.0,6.2
209.65,1.7,-1.1,1003.3,300.0,6.2
209.15,1.7,-2.2,1004.6,290.0,7.7
154.125,0.0,-2.2,1006.0,310.0,6.2
66.4,-0.6,-5.0,1008.4,280.0,5.1
24.5,-1.7,-4.4,1009.2,310.0,4.1
24.725,-1.7,-6.1,1009.7,290.0,7.2
25.275,-1.7,-6.1,1010.2,290.0,6.2
25.025,-2.8,-6.7,1010.6,310.0,4.1
25.275,-2.8,-6.7,1010.4,330.0,2.1
25.075,-3.3,-6.7,1011.1,330.0,2.1
25.35,-3.3,-6.7,1011.6,330.0,1.5
25.15,-3.3,-6.7,1011.4,0.0,0.0
66.1,-3.3,-6.1,1010.6,350.0,3.6
211.125,-3.3,-6.1,1011.2,350.0,2.6
211.175,-3.3,-6.1,1011.9,0.0,0.0
211.6,-3.3,-6.1,1011.1,10.0,2.1
209.675,-3.3,-6.7,1011.5,0.0,0.0
208.575,-2.8,-6.7,1012.2,150.0,2.1
208.45,-2.2,-6.7,1011.9,150.0,1.5
208.75,-2.2,-6.1,1010.2,130.0,3.1
209.65,-1.7,-5.6,1009.2,150.0,3.6
209.475,-1.1,-6.1,1008.4,170.0,3.1
209.375,-1.1,-6.1,1007.7,180.0,3.1
208.05,-1.7,-5.0,1007.2,190.0,2.1
155.625,-2.8,-3.9,1006.7,170.0,2.1
155.425,-3.3,-4.4,1006.0,150.0,2.6
66.675,-3.9,-4.4,1005.5,140.0,1.5
24.35,-4.4,-5.0,1005.1,170.0,2.1
25.05,-4.0,-6.0,1005.1,300.0,8.8
25.475,-7.2,-8.9,1006.4,320.0,8.2
25.325,-8.3,-10.0,1007.4,320.0,4.6
25.375,-8.9,-12.8,1007.9,310.0,6.2
25.575,-10.0,-15.0,1008.8,280.0,6.2
25.25,-11.1,-15.6,1009.1,280.0,4.1
25.275,-11.1,-15.0,1009.0,260.0,3.1
211.975,-10.0,-13.9,1009.1,260.0,3.1
212.525,-11.1,-14.4,1009.9,270.0,5.1
212.775,-10.6,-15.0,1010.6,270.0,5.1
208.95,-10.0,-14.4,1011.1,260.0,5.7
210.175,-8.3,-13.9,1011.2,260.0,8.2
210.575,-7.8,-13.9,1011.7,280.0,8.2
208.05,-8.3,-15.6,1011.1,280.0,10.3
211.3,-8.9,-11.1,1011.2,260.0,4.6
211.95,-8.9,-13.3,1011.4,270.0,6.7
214.425,-7.2,-12.2,1011.6,290.0,7.7
214.85,-8.3,-15.0,1012.2,270.0,8.8
214.975,-9.4,-12.2,1013.1,280.0,6.7
155.775,-10.0,-12.2,1013.8,270.0,6.7
156.275,-10.0,-13.3,1014.5,270.0,6.2
68.425,-9.4,-15.0,1015.0,270.0,5.7
27.875,-10.0,-13.9,1015.2,270.0,6.7
27.425,-10.0,-13.3,1015.3,270.0,8.8
26.55,-10.0,-13.3,1015.5,280.0,6.2
27.075,-10.6,-13.9,1015.7,270.0,7.7
27.525,-11.1,-13.9,1016.3,270.0,5.7
26.025,-11.1,-14.4,1016.3,260.0,6.7
25.875,-11.1,-15.0,1016.8,280.0,6.7
27.825,-11.0,-14.0,1016.8,280.0,5.1
67.05,-11.1,-14.4,1017.6,280.0,6.2
216.0,-11.1,-12.8,1018.3,270.0,5.7
215.25,-10.0,-13.3,1018.7,290.0,7.7
217.65,-10.6,-13.9,1019.1,300.0,8.8
215.725,-10.0,-13.3,1020.0,310.0,8.8
212.575,-10.0,-13.9,1020.3,310.0,10.8
212.95,-9.4,-13.9,1020.7,300.0,9.8
209.975,-8.9,-13.3,1020.4,310.0,10.3
210.375,-8.9,-12.8,1020.6,300.0,10.8
209.425,-7.8,-12.8,1020.3,310.0,12.4
206.35,-7.2,-12.2,1020.7,310.0,12.4
205.9,-6.7,-11.7,1021.3,290.0,9.8
206.275,-6.1,-11.1,1021.6,290.0,12.4
141.65,-6.1,-11.1,1022.3,280.0,10.3
140.025,-6.1,-10.6,1022.8,290.0,9.3
49.925,-6.1,-10.0,1023.2,290.0,8.2
8.125,-5.6,-9.4,1023.5,310.0,9.3
9.875,-5.6,-8.9,1023.9,300.0,7.2
8.7,-5.6,-8.3,1024.5,300.0,9.8
10.15,-5.6,-7.8,1024.3,300.0,8.2
10.25,-5.6,-7.2,1024.2,300.0,7.2
8.375,-5.6,-7.2,1024.2,310.0,7.7
8.625,-5.0,-7.2,1024.7,310.0,7.2
8.525,-5.6,-6.7,1024.7,300.0,7.2
49.975,-5.0,-7.2,1024.9,300.0,5.7
206.625,-5.6,-7.2,1024.8,290.0,7.2
207.425,-6.1,-7.2,1024.9,290.0,3.6
213.6,-6.1,-7.8,1025.1,310.0,5.1
217.35,-5.6,-7.2,1025.5,300.0,5.1
216.7,-5.6,-7.8,1025.5,300.0,4.1
214.0,-4.4,-7.2,1024.7,310.0,4.1
217.775,-4.4,-7.2,1023.6,320.0,2.1
217.425,-4.4,-7.8,1022.6,340.0,2.6
217.225,-4.4,-7.2,1021.8,330.0,2.6
217.05,-4.4,-7.8,1021.1,350.0,2.1
218.15,-5.0,-7.8,1020.7,350.0,1.5
217.4,-5.0,-7.8,1020.5,40.0,1.5
140.1,-5.6,-7.8,1020.8,0.0,0.0
139.2,-6.1,-8.9,1020.8,0.0,0.0
49.675,-7.2,-8.9,1020.9,0.0,0.0
8.05,-7.8,-8.9,1020.6,0.0,0.0
8.4,-7.2,-8.3,1020.3,360.0,1.5
8.4,-6.1,-7.8,1020.6,350.0,1.5
8.7,-6.1,-7.8,1020.6,330.0,2.6
8.325,-6.7,-7.8,1020.8,320.0,2.1
8.325,-6.7,-7.8,1021.5,310.0,3.6
8.575,-6.7,-7.8,1021.6,320.0,4.6
49.875,-6.1,-7.8,1021.9,320.0,4.6
220.0,-6.7,-7.8,1022.5,310.0,7.2
223.175,-6.7,-7.8,1022.8,320.0,4.6
223.225,-6.7,-7.8,1023.4,320.0,3.1
222.375,-6.1,-7.8,1023.7,310.0,5.1
220.65,-5.6,-7.8,1024.2,310.0,4.6
216.075,-5.6,-7.2,1024.7,300.0,4.6
220.375,-5.6,-7.8,1024.6,320.0,4.1
212.5,-5.0,-6.7,1024.6,320.0,4.1
207.55,-5.0,-7.8,1024.6,300.0,3.1
201.625,-5.6,-8.9,1024.6,350.0,3.1
198.75,-6.1,-8.9,1024.6,320.0,4.6
197.975,-7.2,-9.4,1024.6,340.0,4.6
135.3,-8.9,-11.1,1024.6,350.0,3.6
134.85,-10.0,-12.8,1024.6,350.0,2.6
49.875,-12.2,-14.4,1024.6,20.0,1.5
8.525,-16.7,-18.3,1024.6,0.0,0.0
8.875,-16.7,-18.9,1024.6,0.0,0.0
9.15,-17.8,-20.0,1024.6,0.0,0.0
9.1,-17.8,-20.0,1024.6,60.0,1.5
9.35,-17.2,-20.0,1027.5,80.0,1.5
9.65,-17.8,-19.4,1027.0,20.0,2.1
9.3,-18.9,-21.1,1026.6,80.0,1.5
9.525,-19.4,-21.7,1026.8,0.0,0.0
51.625,-20.6,-22.2,1027.4,80.0,1.5
201.675,-20.6,-22.8,1027.8,110.0,1.5
202.525,-18.9,-21.1,1029.2,0.0,0.0
202.0,-18.3,-20.6,1028.9,70.0,2.1
199.45,-13.3,-15.0,1028.3,60.0,2.1
193.675,-9.4,-11.1,1028.0,180.0,1.5
180.2,-7.2,-11.1,1028.1,0.0,0.0
185.875,-7.2,-11.7,1027.4,310.0,2.1
186.45,-6.7,-11.7,1026.3,270.0,1.5
178.425,-4.4,-12.8,1024.8,20.0,3.1
180.375,-5.6,-13.9,1025.0,350.0,3.6
195.075,-6.1,-13.9,1024.4,20.0,4.1
196.75,-6.7,-13.9,1024.7,360.0,2.1
141.5,-8.9,-14.4,1024.5,0.0,0.0
138.35,-12.2,-15.0,1024.7,360.0,1.5
50.8,-13.9,-16.1,1024.6,360.0,1.5
8.375,-13.9,-16.1,1023.8,0.0,0.0
8.475,-16.1,-17.8,1023.6,120.0,1.5
8.45,-15.6,-17.2,1022.3,150.0,2.1
8.525,-13.9,-15.0,1022.2,50.0,1.5
8.55,-12.2,-14.4,1020.9,0.0,0.0
8.25,-12.2,-15.0,1019.8,70.0,1.5
8.45,-12.2,-14.4,1019.8,60.0,2.6
8.45,-12.2,-13.9,1018.0,0.0,0.0
50.5,-11.1,-13.3,1016.1,0.0,0.0
190.325,-11.1,-13.3,1016.5,10.0,1.5
192.1,-9.4,-13.3,1015.6,340.0,3.6
193.2,-9.4,-13.3,1015.5,320.0,3.1
191.4,-9.4,-12.8,1015.7,310.0,3.1
192.375,-8.3,-12.8,1016.5,320.0,2.6
190.175,-7.8,-12.8,1015.4,340.0,3.1
123.85,-7.2,-12.8,1013.9,340.0,4.6
141.475,-5.0,-12.2,1013.0,330.0,5.1
188.425,-6.1,-11.7,1012.6,330.0,4.6
171.0,-5.6,-11.1,1012.9,330.0,6.2
190.25,-6.1,-10.6,1013.4,320.0,4.6
189.5,-7.2,-9.4,1014.2,330.0,5.1
135.425,-8.3,-10.0,1015.3,330.0,4.6
52.4,-7.8,-10.0,1015.6,340.0,4.1
9.75,-8.3,-10.0,1016.0,350.0,3.1
9.85,-7.8,-10.0,1015.9,340.0,3.1
9.75,-7.8,-10.0,1015.6,340.0,4.1
9.975,-7.8,-10.0,1015.2,320.0,3.6
9.85,-8.3,-10.6,1015.4,340.0,2.1
9.85,-9.4,-11.7,1015.7,330.0,3.1
9.8,-9.4,-11.1,1015.5,330.0,3.6
52.325,-8.9,-10.6,1016.1,330.0,3.1
192.075,-9.4,-10.6,1016.8,340.0,2.6
193.425,-9.4,-10.0,1017.4,320.0,2.6
193.275,-8.3,-10.0,1018.0,320.0,3.6
190.775,-7.2,-9.4,1018.5,300.0,3.6
195.875,-6.7,-9.4,1018.8,300.0,4.1
196.075,-5.6,-8.9,1019.0,300.0,4.1
176.025,-5.0,-8.9,1018.6,300.0,3.6
196.825,-5.0,-8.3,1018.4,290.0,4.1
176.875,-3.3,-8.3,1018.4,300.0,4.6
195.475,-2.8,-7.8,1017.7,330.0,2.6
196.2,-2.8,-8.3,1018.2,340.0,3.1
197.35,-4.4,-9.4,1018.6,360.0,1.5
134.75,-5.0,-8.9,1018.9,0.0,0.0
133.35,-5.6,-9.4,1018.9,110.0,1.5
50.425,-6.1,-9.4,1019.4,0.0,0.0
7.65,-6.7,-9.4,1019.9,0.0,0.0
7.8,-6.7,-8.9,1020.0,80.0,1.5
8.1,-7.8,-10.0,1020.4,80.0,2.1
8.425,-10.0,-11.1,1020.7,70.0,2.1
8.225,-12.8,-13.9,1020.7,60.0,1.5
8.45,-12.2,-12.8,1021.0,80.0,2.6
8.25,-8.9,-10.0,1021.2,80.0,2.6
8.125,-8.3,-9.4,1021.5,70.0,2.1
51.025,-7.8,-10.0,1022.1,80.0,2.6
199.375,-6.7,-8.9,1022.5,80.0,2.1
199.975,-6.1,-8.9,1022.8,80.0,2.1
201.025,-5.6,-8.9,1023.4,70.0,2.1
199.3,-4.4,-7.8,1023.9,90.0,1.5
197.05,-2.8,-7.8,1023.9,120.0,1.5
204.125,-1.7,-7.2,1023.8,160.0,3.6
209.525,-0.6,-7.2,1023.4,160.0,5.1
183.775,0.6,-7.8,1022.7,170.0,4.6
198.975,0.6,-7.2,1022.1,160.0,4.6
183.475,1.1,-6.7,1021.3,150.0,4.6
184.05,1.7,-6.7,1020.7,150.0,5.7
185.1,1.1,-7.2,1020.8,150.0,4.1
123.1,0.6,-7.8,1020.5,120.0,3.1
