Eagle_education_Edith,airTemperature,dewTemperature,seaLvlPressure,windDirection,windSpeed
182.2644,0.0,-13.9,1030.9,230.0,2.1
191.3924,-2.2,-13.3,1030.6,0.0,0.0
170.192,-2.8,-12.8,1030.1,230.0,2.1
169.3086,-3.3,-12.2,1029.8,0.0,0.0
161.3585,-5.0,-11.7,1029.1,360.0,1.5
149.8749,-4.4,-11.7,1028.5,0.0,0.0
139.5692,-6.1,-11.7,1028.3,0.0,0.0
126.9079,-5.6,-11.1,1028.1,0.0,0.0
124.2578,-5.0,-10.6,1027.2,340.0,3.1
92.4572,-4.4,-9.4,1027.4,0.0,0.0
90.6905,-5.0,-10.0,1027.2,0.0,0.0
89.2183,-5.0,-10.6,1027.3,0.0,0.0
107.4742,-5.0,-8.9,1027.2,210.0,1.5
125.4356,-2.2,-8.9,1026.7,0.0,0.0
119.8411,1.1,-9.4,1026.6,0.0,0.0
133.9746,2.2,-10.6,1026.4,160.0,1.5
165.7752,3.9,-11.7,1025.0,0.0,0.0
184.62,5.6,-6.7,1024.0,0.0,0.0
183.7366,7.2,-5.0,1023.5,340.0,1.5
203.1703,7.2,-2.8,1023.3,0.0,0.0
206.7037,7.2,-2.8,1023.0,190.0,2.1
188.7423,6.7,-1.1,1023.4,0.0,0.0
230.5542,6.1,-0.6,1023.7,0.0,0.0
232.6153,6.1,-2.2,1023.5,0.0,0.0
218.1873,5.6,-1.7,1023.3,0.0,0.0
221.7207,3.9,-2.8,1022.7,360.0,2.1
212.5927,2.2,-3.9,1022.2,10.0,2.1
174.9031,0.0,-4.4,1021.6,330.0,2.1
210.826,0.0,-3.9,1021.1,340.0,1.5
167.8364,0.0,-4.4,1020.4,0.0,0.0
160.1807,1.1,-2.8,1021.1,0.0,0.0
131.619,2.2,-2.2,1022.0,0.0,0.0
121.0188,2.8,-1.1,1020.7,30.0,2.6
93.635,2.2,-1.1,1021.1,350.0,2.6
96.5795,2.8,-0.6,1021.8,20.0,1.5
95.6962,2.2,-4.4,1021.8,20.0,2.6
103.3519,2.2,-4.4,1021.6,20.0,2.1
117.191,2.2,-6.7,1022.2,40.0,3.6
126.0245,2.8,-7.2,1022.4,60.0,4.1
147.2249,3.9,-5.6,1022.4,70.0,3.1
165.1863,5.0,-4.4,1021.7,70.0,4.1
174.9031,6.7,-2.2,1021.0,80.0,4.6
217.3039,6.1,-1.1,1020.4,60.0,3.1
197.8702,6.7,-0.6,1020.6,60.0,3.1
231.1431,6.1,0.6,1020.3,80.0,3.1
221.1318,6.1,1.1,1020.9,80.0,2.6
223.1929,5.6,1.1,1021.3,60.0,2.1
217.3039,5.6,0.6,1021.4,30.0,2.6
200.8147,5.0,0.6,1020.9,40.0,4.1
223.4874,5.0,1.1,1021.4,60.0,3.6
208.176,4.4,1.1,1021.0,80.0,3.6
200.5203,5.0,1.7,1020.8,80.0,2.6
199.048,5.0,1.7,1020.9,40.0,3.1
181.3811,4.4,1.1,1020.3,70.0,3.1
156.3528,5.0,1.7,1020.3,60.0,4.6
93.3406,5.6,1.7,1020.7,50.0,3.1
95.1073,5.0,1.1,1020.0,70.0,4.1
83.0348,5.0,1.1,1019.9,50.0,4.1
84.5071,4.4,1.1,1020.2,20.0,1.5
85.9793,4.4,1.1,1020.4,40.0,1.5
85.6849,4.4,1.1,1020.2,50.0,3.6
91.5739,5.0,1.7,1021.2,40.0,2.6
140.1581,6.1,2.8,1021.5,70.0,4.6
170.192,7.2,3.3,1021.4,80.0,3.6
186.9756,8.3,5.0,1020.6,90.0,3.6
157.2362,9.4,5.6,1019.3,90.0,4.6
184.0311,9.4,6.1,1019.1,70.0,3.1
175.4921,8.9,6.1,1018.9,90.0,3.1
188.7423,8.3,6.1,1018.8,100.0,2.6
185.2089,8.3,6.7,1018.9,80.0,4.1
196.398,8.3,7.2,1019.5,100.0,2.1
171.3698,8.3,7.2,1019.3,80.0,3.1
181.6755,8.3,7.2,1018.9,80.0,4.6
180.7922,7.8,6.7,1017.8,70.0,4.6
130.7357,7.8,7.2,1016.8,70.0,5.1
163.1252,7.8,7.2,1016.5,80.0,4.1
119.2521,8.3,7.2,1014.6,70.0,5.1
174.6087,8.9,7.8,1012.9,80.0,4.6
164.303,9.4,8.9,1011.0,70.0,7.7
85.9793,9.4,8.9,1009.0,70.0,7.7
114.5409,9.4,8.3,1009.0,70.0,6.7
81.857,10.0,9.4,1004.9,80.0,6.7
79.207,11.1,10.0,1003.0,80.0,6.7
83.6237,10.6,10.6,1001.4,60.0,3.6
84.8015,12.8,12.2,999.9,120.0,3.6
81.857,14.4,13.9,998.8,170.0,5.7
85.9793,15.6,14.4,998.2,190.0,5.7
121.6077,16.1,14.4,996.6,170.0,5.1
100.1129,16.1,14.4,995.2,190.0,5.1
98.0518,17.2,14.4,992.9,190.0,7.2
150.4638,17.8,12.8,992.9,210.0,8.2
163.4196,17.2,10.6,991.7,230.0,9.8
182.8533,13.9,7.2,993.0,270.0,5.7
183.7366,13.3,6.7,993.7,250.0,3.6
173.4309,12.2,5.6,995.4,280.0,9.8
184.62,10.0,5.0,996.6,260.0,6.7
175.4921,7.8,-1.1,998.6,290.0,7.7
180.4977,5.6,-3.3,1000.6,270.0,8.2
148.6971,5.0,-3.9,1001.9,280.0,9.3
202.5814,3.3,-5.6,1003.4,270.0,8.2
155.7639,3.3,-6.1,1004.3,280.0,8.8
175.7865,2.2,-7.8,1005.3,280.0,9.3
135.1524,1.7,-9.4,1006.7,300.0,6.7
133.0913,0.6,-10.0,1007.8,290.0,6.2
105.413,0.0,-9.4,1009.1,290.0,3.6
91.5739,-1.1,-11.7,1010.0,280.0,5.1
90.6905,-1.1,-12.2,1011.0,290.0,5.1
83.6237,-2.2,-11.7,1012.1,260.0,4.1
99.2296,-2.8,-12.8,1013.2,270.0,5.7
112.1854,-2.2,-12.8,1014.5,280.0,6.2
125.1412,-1.7,-13.9,1015.2,270.0,6.2
132.208,-1.1,-13.3,1015.3,270.0,7.7
160.4751,-0.6,-13.9,1014.8,270.0,8.2
166.6586,0.0,-12.8,1014.2,270.0,6.7
178.4365,0.6,-15.6,1014.2,270.0,7.2
199.3425,0.0,-16.7,1014.7,280.0,5.7
192.8646,0.0,-15.6,1015.5,290.0,3.6
194.3368,-1.1,-15.6,1016.7,270.0,4.6
189.6256,-1.1,-16.1,1017.9,280.0,3.6
199.9314,-2.2,-15.6,1018.2,320.0,2.1
202.8759,-3.3,-16.1,1019.0,300.0,2.1
174.9031,-4.4,-15.0,1019.2,0.0,0.0
179.3199,-5.6,-13.9,1019.2,230.0,1.5
189.6256,-5.6,-13.3,1019.1,0.0,0.0
193.159,-6.1,-12.2,1019.0,0.0,0.0
181.6755,-7.2,-12.2,1018.8,0.0,0.0
137.8025,-7.2,-11.7,1018.7,0.0,0.0
130.7357,-7.8,-12.2,1018.8,0.0,0.0
121.0188,-8.9,-12.2,1018.4,340.0,2.1
93.9295,-8.9,-11.7,1017.5,110.0,1.5
88.3349,-7.2,-11.7,1016.6,110.0,1.5
88.0405,-6.7,-11.7,1015.8,0.0,0.0
111.302,-6.1,-11.1,1014.8,0.0,0.0
125.7301,-3.3,-10.6,1014.3,0.0,0.0
123.6689,-1.1,-10.0,1013.3,170.0,2.6
135.4469,1.7,-7.2,1011.4,170.0,5.1
167.2475,3.9,-7.2,1008.8,190.0,4.6
176.081,5.6,-7.2,1006.6,210.0,5.7
183.4422,5.6,-6.1,1004.7,200.0,5.1
210.2371,5.6,-6.1,1004.7,240.0,11.3
191.6868,2.8,-2.2,1004.6,260.0,4.1
206.9982,2.8,-2.2,1004.0,0.0,0.0
209.0593,1.1,-2.8,1003.8,0.0,0.0
188.1534,2.8,-4.4,1003.6,240.0,1.5
183.1478,0.6,-3.9,1003.6,290.0,7.7
216.715,0.0,-3.3,1006.0,290.0,5.7
212.8872,-1.1,-8.9,1006.8,300.0,9.8
185.7978,-2.2,-12.2,1008.7,280.0,8.2
187.27,-3.3,-13.9,1009.4,290.0,6.7
175.7865,-4.4,-13.9,1010.0,280.0,6.2
144.8693,-4.4,-13.9,1011.1,280.0,6.2
128.0857,-5.0,-13.9,1012.5,270.0,5.7
120.1355,-5.6,-13.9,1013.4,270.0,5.7
91.5739,-6.1,-13.9,1014.2,270.0,5.7
94.8128,-6.1,-13.9,1015.2,270.0,4.6
86.8627,-6.7,-13.9,1016.1,270.0,5.7
114.5409,-6.7,-13.9,1017.2,250.0,5.1
124.8467,-6.1,-13.9,1017.9,260.0,6.2
123.6689,-5.6,-13.9,1018.3,270.0,6.7
139.8636,-4.4,-15.0,1018.1,280.0,7.7
166.0697,-3.3,-14.4,1017.0,320.0,8.8
176.6699,-2.8,-15.0,1016.0,300.0,6.2
171.0753,-2.8,-15.0,1015.3,310.0,6.2
196.398,-2.8,-15.0,1015.7,310.0,6.2
191.6868,-3.3,-15.0,1015.4,290.0,3.6
198.7536,-3.9,-15.6,1016.0,290.0,3.6
193.159,-4.4,-14.4,1016.8,270.0,3.1
192.2757,-4.4,-15.6,1017.1,280.0,3.6
205.2315,-4.4,-15.0,1017.3,260.0,3.6
184.62,-4.4,-15.0,1016.9,280.0,3.1
175.4921,-5.0,-15.0,1017.0,290.0,3.1
175.4921,-4.4,-15.0,1016.4,270.0,3.1
164.5974,-5.6,-15.6,1016.1,270.0,1.5
160.1807,-6.1,-15.0,1015.5,250.0,2.1
146.9304,-6.1,-14.4,1015.0,240.0,1.5
136.6247,-5.6,-14.4,1014.7,250.0,1.5
119.8411,-5.6,-14.4,1014.6,220.0,2.1
87.1571,-5.6,-13.9,1013.9,180.0,2.6
88.6294,-5.0,-13.9,1013.8,200.0,1.5
85.3904,-5.0,-13.3,1014.1,0.0,0.0
112.7743,-4.4,-12.8,1014.1,0.0,0.0
118.3688,-3.3,-12.2,1013.8,210.0,1.5
122.4911,-0.6,-12.2,1013.8,240.0,3.1
133.6802,1.1,-10.6,1014.0,260.0,5.7
170.4864,2.2,-8.9,1013.1,250.0,6.2
181.6755,2.8,-8.3,1012.9,250.0,3.6
176.081,4.4,-7.2,1012.0,270.0,5.1
199.9314,5.6,-6.1,1012.0,290.0,3.6
190.2145,5.0,-6.1,1012.8,340.0,1.5
231.4375,4.4,-5.6,1013.3,10.0,1.5
209.6482,2.8,-6.1,1013.4,80.0,1.5
228.493,1.7,-6.1,1013.7,0.0,0.0
217.8928,1.7,-6.1,1013.9,0.0,0.0
217.8928,1.1,-6.1,1013.9,0.0,0.0
195.8091,0.6,-5.6,1014.1,0.0,0.0
199.3425,0.6,-5.6,1013.7,0.0,0.0
213.7705,0.0,-6.1,1013.4,0.0,0.0
209.9427,-0.6,-6.1,1012.7,10.0,1.5
183.4422,-1.7,-6.7,1013.1,10.0,1.5
165.7752,-1.7,-6.1,1013.1,0.0,0.0
118.6633,-2.8,-6.1,1012.8,340.0,2.1
98.0518,-3.3,-6.1,1012.7,360.0,2.6
95.6962,-3.3,-6.7,1013.5,0.0,0.0
86.8627,-2.2,-6.1,1013.0,350.0,2.1
91.2794,-2.8,-5.6,1013.3,0.0,0.0
107.1797,1.1,-3.3,1012.2,90.0,1.5
122.7856,3.3,-2.8,1012.1,100.0,1.5
144.8693,4.4,-1.7,1011.9,0.0,0.0
164.8919,7.2,-0.6,1010.4,0.0,0.0
172.5476,9.4,0.0,1008.8,150.0,3.1
166.0697,10.0,0.6,1007.9,0.0,0.0
190.509,10.0,0.6,1006.4,60.0,2.1
183.7366,9.4,0.6,1005.3,170.0,1.5
184.0311,9.4,0.0,1006.6,210.0,3.6
176.3754,9.4,0.0,1006.4,190.0,1.5
228.1986,8.3,0.0,1005.6,0.0,0.0
245.2767,7.8,0.0,1004.9,0.0,0.0
233.2042,7.8,1.1,1003.3,170.0,3.6
199.6369,7.8,1.7,1002.0,180.0,3.1
199.048,6.7,1.7,1000.5,330.0,1.5
193.159,5.6,2.2,998.0,330.0,3.1
181.6755,5.6,2.8,996.8,70.0,3.1
163.1252,5.0,2.8,995.6,60.0,4.1
85.3904,6.1,4.4,994.7,60.0,5.7
84.8015,6.1,3.9,994.3,30.0,3.1
82.7404,6.1,4.4,994.2,30.0,2.1
82.4459,5.0,3.9,994.5,20.0,2.6
81.857,5.0,3.9,995.9,310.0,3.6
80.3848,5.0,3.9,997.2,290.0,2.6
115.7188,5.0,3.9,998.6,250.0,1.5
143.39700000000005,6.7,5.0,999.0,290.0,2.6
120.4299,8.9,5.6,999.1,310.0,5.1
171.9587,10.0,3.9,999.1,310.0,6.7
166.3641,10.0,1.7,999.4,300.0,6.2
162.2418,10.0,1.7,999.9,300.0,6.2
164.5974,9.4,2.2,1001.1,300.0,5.7
173.4309,8.9,1.7,1002.4,280.0,4.1
174.0198,7.8,-0.6,1004.0,290.0,4.6
184.9145,7.2,-0.6,1005.1,270.0,3.1
180.7922,6.7,-1.7,1006.1,280.0,2.1
189.9201,6.1,-1.7,1007.1,270.0,2.6
171.3698,6.1,-1.1,1008.0,270.0,2.6
171.3698,5.6,-1.7,1007.8,290.0,3.6
176.9643,4.4,-1.7,1008.3,280.0,3.6
161.6529,3.3,-2.2,1008.6,280.0,2.1
159.0029,3.9,-3.3,1008.3,300.0,3.6
108.3575,3.3,-3.9,1009.0,300.0,4.1
81.857,2.8,-4.4,1009.6,300.0,3.6
81.5626,2.2,-5.0,1009.7,330.0,2.6
76.5569,2.2,-5.6,1010.0,340.0,2.1
88.0405,1.1,-6.7,1009.4,10.0,3.1
88.6294,0.0,-6.7,1010.1,350.0,1.5
83.9182,0.6,-6.7,1010.7,350.0,1.5
80.9737,1.1,-6.7,1010.4,20.0,2.6
79.7959,1.7,-6.1,1010.9,50.0,3.6
83.0348,1.7,-6.1,1011.0,40.0,3.1
108.652,1.7,-6.1,1009.7,50.0,3.1
112.1854,1.7,-6.1,1008.4,60.0,3.6
121.3133,1.7,-6.1,1007.9,50.0,3.6
143.39700000000005,-0.6,-3.3,1007.4,10.0,2.6
156.3528,-0.6,-2.8,1006.8,360.0,2.1
153.9972,-0.6,-2.2,1006.7,340.0,2.1
160.1807,-1.1,-2.8,1006.4,340.0,1.5
151.3472,-2.2,-3.3,1006.6,0.0,0.0
155.7639,-1.7,-2.8,1006.6,0.0,0.0
141.3359,-1.7,-2.8,1006.1,200.0,1.5
154.8806,-1.7,-3.3,1005.8,0.0,0.0
150.4638,-2.2,-3.9,1006.2,260.0,2.6
161.064,-2.8,-3.9,1005.7,290.0,2.6
144.2804,-3.3,-4.4,1005.5,250.0,2.1
140.4525,-2.2,-4.4,1006.0,260.0,2.1
106.0019,-1.7,-4.4,1006.6,280.0,4.1
108.3575,-2.2,-8.3,1007.1,280.0,4.1
95.1073,-3.9,-12.8,1008.0,300.0,6.2
97.1684,-5.6,-15.6,1009.2,290.0,7.2
92.1628,-6.7,-15.6,1010.5,290.0,4.6
103.6463,-7.2,-16.1,1011.4,290.0,5.1
121.9022,-6.7,-15.6,1011.8,300.0,4.6
123.08,-6.7,-15.6,1012.5,290.0,7.7
135.4469,-5.6,-14.4,1012.6,300.0,5.7
164.5974,-5.0,-14.4,1012.2,300.0,5.1
157.2362,-4.4,-15.0,1012.1,280.0,7.2
172.5476,-4.4,-15.6,1011.8,300.0,8.2
169.3086,-4.4,-16.1,1012.1,290.0,7.7
175.4921,-5.0,-16.7,1013.2,280.0,7.2
184.0311,-5.6,-17.2,1013.8,290.0,7.7
189.9201,-6.7,-17.2,1014.8,300.0,7.2
166.6586,-7.2,-17.8,1015.8,290.0,7.2
171.3698,-7.8,-17.8,1016.6,290.0,5.1
178.731,-7.8,-17.8,1017.0,290.0,5.1
175.4921,-8.3,-17.8,1017.5,280.0,5.1
180.4977,-8.9,-17.8,1017.7,270.0,5.7
173.4309,-8.9,-17.8,1017.9,280.0,5.7
160.1807,-8.9,-17.8,1017.7,280.0,5.1
148.6971,-8.9,-17.2,1017.8,290.0,5.1
131.9135,-9.4,-17.2,1018.1,280.0,6.2
113.6576,-9.4,-17.2,1018.3,290.0,7.2
97.1684,-9.4,-17.2,1018.5,280.0,4.1
93.9295,-9.4,-17.2,1018.8,280.0,6.7
97.1684,-9.4,-17.2,1018.9,280.0,5.1
129.2634,-9.4,-17.2,1019.2,280.0,4.6
123.08,-8.3,-16.7,1019.2,280.0,5.7
130.1468,-7.2,-16.1,1019.4,300.0,8.8
133.3857,-6.1,-16.1,1019.0,310.0,6.7
175.7865,-5.0,-16.1,1018.0,330.0,8.8
176.6699,-3.9,-16.1,1017.8,310.0,7.7
184.9145,-3.3,-16.1,1017.5,280.0,8.2
206.1148,-2.8,-16.1,1017.6,300.0,10.8
212.2983,-2.8,-15.6,1018.2,290.0,6.7
204.937,-2.8,-15.0,1018.7,290.0,5.7
197.8702,-3.3,-15.0,1019.7,290.0,7.2
194.6313,-3.9,-14.4,1020.0,290.0,6.7
210.5316,-4.4,-13.9,1020.6,290.0,5.7
187.5645,-3.9,-13.3,1020.9,290.0,6.2
189.3312,-4.4,-13.3,1020.9,300.0,6.7
181.6755,-4.4,-12.8,1021.7,310.0,7.7
174.3142,-4.4,-12.8,1021.8,320.0,5.7
169.3086,-5.0,-12.2,1021.8,310.0,4.1
158.7084,-4.4,-12.2,1022.4,300.0,4.1
145.7526,-5.0,-12.2,1022.8,260.0,4.1
120.7244,-5.0,-11.7,1023.0,270.0,3.6
93.9295,-4.4,-11.1,1022.6,320.0,4.6
94.8128,-4.4,-10.6,1023.4,310.0,3.1
93.0461,-4.4,-10.6,1023.2,320.0,3.6
127.7912,-3.9,-10.0,1023.4,330.0,2.6
130.1468,-2.2,-9.4,1023.4,330.0,2.6
129.8523,-0.6,-8.9,1023.4,340.0,4.1
146.0471,0.6,-8.3,1022.9,350.0,4.6
178.731,0.6,-8.3,1022.0,330.0,3.6
174.0198,1.7,-8.3,1020.9,300.0,3.6
199.9314,1.7,-8.9,1019.8,280.0,3.6
202.5814,1.7,-8.3,1019.2,310.0,2.6
208.4704,1.1,-8.9,1018.8,280.0,2.6
216.1261,1.1,-8.9,1018.9,270.0,1.5
196.1035,0.6,-8.3,1018.7,0.0,0.0
208.176,0.0,-8.9,1018.5,0.0,0.0
209.0593,-0.6,-8.3,1018.6,250.0,2.1
196.1035,-1.1,-8.3,1018.3,290.0,2.1
189.0367,-1.1,-8.9,1018.2,280.0,1.5
196.1035,-1.1,-8.9,1018.2,270.0,2.1
191.0979,-1.7,-8.9,1018.1,290.0,2.1
171.0753,-1.7,-8.3,1017.9,310.0,1.5
154.2917,-1.7,-8.3,1017.9,340.0,2.6
140.1581,-2.2,-8.9,1018.1,340.0,2.6
131.0301,-2.8,-10.0,1018.1,350.0,6.2
97.7573,-3.3,-10.0,1018.6,340.0,3.6
100.4074,-3.9,-10.0,1019.4,0.0,0.0
88.6294,-3.9,-10.0,1020.6,320.0,2.1
126.3189,-3.9,-10.0,1021.2,330.0,3.1
121.9022,-2.2,-9.4,1021.0,350.0,4.1
135.1524,-1.1,-9.4,1022.1,320.0,3.6
140.1581,0.0,-9.4,1022.7,320.0,5.7
181.97,0.0,-9.4,1022.1,300.0,4.1
189.3312,1.1,-9.4,1020.8,350.0,5.1
204.6426,1.1,-9.4,1020.8,320.0,3.1
206.1148,1.7,-10.6,1020.5,330.0,5.1
201.9925,1.1,-11.1,1021.1,330.0,5.1
210.2371,0.0,-11.1,1021.5,340.0,6.2
205.8204,-1.1,-11.7,1022.1,320.0,2.6
205.2315,-1.1,-11.7,1023.3,330.0,3.1
197.8702,-2.2,-11.7,1023.5,330.0,1.5
183.7366,-2.2,-11.1,1023.7,0.0,0.0
184.9145,-2.2,-10.6,1023.9,340.0,2.6
171.3698,-2.2,-12.8,1024.3,340.0,7.2
180.4977,-3.3,-12.8,1024.6,340.0,4.6
170.192,-4.4,-13.9,1024.3,340.0,3.1
157.8251,-5.6,-14.4,1024.0,360.0,3.1
129.2634,-6.1,-14.4,1024.7,320.0,2.1
117.4855,-6.1,-14.4,1024.6,0.0,0.0
95.9906,-6.7,-13.9,1024.2,330.0,3.6
95.1073,-7.2,-13.3,1025.0,350.0,4.1
